Entity_1,Entity_2,Relation,Mode,Evidence_PMID,Evidence_Sents,Confirmation_without_context,Confirmation_with_context
GADD34,apoptosis,pos,direct,25210702,Thus these results indicate that GADD34 appears to suppress myofibroblast differentiation through inhibiting Smad3-dependent TGFÎ² signal pathway and promote its apoptosis by activating caspase-3 pathway.,True - GADD34 can promote apoptosis.,Statement: GADD34 promotes apoptosis. (True - The context confirms that GADD34 promotes apoptosis via the caspase-3 pathway.)
ASC,SMC apoptosis,neg,direct,29700983,"We hypothesize that the medially-migrated ASC dampened or skewed the adverse innate immunity and thus suppressed SMC apoptosis, phenotypic skewing and elastin degradation.",True - ASC can reduce SMC apoptosis.,Statement: ASC reduces SMC apoptosis. (True - The context suggests that ASC suppresses SMC apoptosis.)
miR-206,cell apoptosis,pos,inferred,24040336,"miR-206 overexpression significantly induced cell apoptosis, reduced cell proliferation, migration and adhesion abilities, whereas the inhibition of miR-206 expression had the opposite effect.",True - miR-206 can promote cell apoptosis.,Statement: miR-206 promotes cell apoptosis. (True - The context indicates that overexpression of miR-206 significantly induces cell apoptosis.)
Chitosan,apoptosis,pos,direct,24947230,"Chitosan induces apoptosis in osteotropic prostate and breast cancer cells via caspase-2 and -3 activation, and reduces their establishment in bone.",True - Chitosan can promote apoptosis.,Statement: Chitosan promotes apoptosis. (True - The context confirms that Chitosan induces apoptosis in certain cancer cells.)
secreted thrombospondin,apoptosis,pos,direct,12370491,The secreted thrombospondin binds to the active receptor and induces apoptosis.,True - Secreted thrombospondin can promote apoptosis.,Statement: secreted thrombospondin promotes apoptosis. (True - The context suggests that secreted thrombospondin induces apoptosis.)
miR-206,apoptosis,pos,direct,33111654,"UTMD-mediated miR-206 inhibited HCC cell migration and invasion while promoting apoptosis via regulating the expressions of proteins related to apoptosis, migration, and invasion by targeting PPIB.",True - miR-206 can promote apoptosis.,Statement: miR-206 promotes apoptosis. (True - The context suggests that miR-206 promotes apoptosis by regulating the expressions of proteins related to apoptosis.)
Diphosphonates,apoptosis,neg,direct,20511442,Diphosphonates act by decreasing the amount of osteoclast-mediated bone resorption by inducing apoptosis and disrupting the mevalonate biosynthetic pathway.,True - Diphosphonates can reduce apoptosis.,"Statement: Diphosphonates reduces apoptosis. (True - The context suggests that Diphosphonates induce apoptosis and disrupt certain pathways, thereby decreasing osteoclast-mediated bone resorption.)"
HULC,cell apoptosis,neg,inferred,24247585,"Overexpression of HULC promoted proliferation and invasion and inhibited cell apoptosis in SGC7901 cells, while knockdown of HULC in SGC7901 cells showed the opposite effect.",True - HULC can reduce cell apoptosis.,Statement: HULC reduces cell apoptosis. (False - The context suggests the opposite: overexpression of HULC inhibited cell apoptosis.)
Hinokiflavone,apoptosis,pos,direct,32107809,Hinokiflavone induces apoptosis and inhibits migration of breast cancer cells via EMT signalling pathway.,True - Hinokiflavone can promote apoptosis.,Statement: Hinokiflavone promotes apoptosis. (True - The context confirms that Hinokiflavone induces apoptosis and inhibits migration of breast cancer cells.)
Hinokiflavone,apoptosis,pos,direct,32107809,SIGNIFICANCE OF THE STUDY: Hinokiflavone significantly inhibited proliferation and induced apoptosis in breast cancer cells.,True - Hinokiflavone can promote apoptosis.,Statement: Hinokiflavone promotes apoptosis. (True - The context confirms that Hinokiflavone significantly inhibits proliferation and induces apoptosis in breast cancer cells.)
cytoprotective program,apoptosis,neg,direct,17327495,"The cytoprotective program observed in the severely injured MRL heart is in part due to increased cellular proliferation, increased vasculogenesis, and decreased apoptosis that limits the extension of the injury.",True - Cytoprotective program can reduce apoptosis.,Statement: cytoprotective program reduces apoptosis. (True - The context indicates that the cytoprotective program reduces apoptosis.)
renieramycin M,lung cancer cells apoptosis,pos,direct,21273598,CONCLUSION: These results reveal that renieramycin M induced lung cancer cells apoptosis through p53-dependent pathway and the compound may inhibit progression and metastasis of lung cancer cells.,True - Renieramycin M can promote lung cancer cells apoptosis.,Statement: renieramycin M promotes lung cancer cells apoptosis. (True - The context indicates that renieramycin M induced lung cancer cells apoptosis.)
peptide,B16F10 melanoma cell apoptosis,pos,direct,30522555,The new peptide was more potent in inducing B16F10 melanoma cell apoptosis in vitro than the shorter tumstatin7.,True - Peptide can promote B16F10 melanoma cell apoptosis.,Statement: peptide promotes B16F10 melanoma cell apoptosis. (True - The context suggests that the new peptide is potent in inducing B16F10 melanoma cell apoptosis.)
P18 peptide,apoptosis of ECs,pos,direct,28627623,Cell viability and apoptosis assessed by Cell Counting Kit-8  and ï¬ow cytometry assays suggested that the P18 peptide inhibited angiogenesis by inducing apoptosis of ECs.,True - P18 peptide can promote apoptosis of ECs.,Statement: P18 peptide promotes apoptosis of ECs. (True - The context suggests that the P18 peptide inhibits angiogenesis by inducing apoptosis of ECs.)
Methotrexate,apoptosis,pos,direct,33139157,"Methotrexate reduces keratinocyte proliferation, migration and induces apoptosis in HaCaT keratinocytes in vitro and reduces wound closure in Skh1 mice in vivo.",True - Methotrexate can promote apoptosis.,Statement: Methotrexate promotes apoptosis. (True - The context confirms that Methotrexate induces apoptosis.)
RBM5-AS1,apoptosis of bone cells,neg,direct,30178827,RBM5-AS1 participates in fracture healing and inhibits apoptosis of bone cells through the up-regulation of Î²-catenin.,Unknown - The effect of RBM5-AS1 on apoptosis of bone cells is not well established.,Statement: False - The context implies RBM5-AS1 inhibits apoptosis.
Nrf3,apoptosis,pos,direct,29487353,Nrf3 promotes UV-induced keratinocyte apoptosis through suppression of cell adhesion.,Unknown - The role of Nrf3 in apoptosis is not well established.,Statement: True - The context indicates Nrf3 promotes apoptosis.
Insulin-like growth factor I,apoptosis,neg,direct,16159803,Insulin-like growth factor I  may induce hypertrophy and inhibit apoptosis.,True - Insulin-like growth factor I can reduce apoptosis.,Statement: Insulin-like growth factor I reduces apoptosis. (True - The context suggests that Insulin-like growth factor I may inhibit apoptosis.)
ARP treatment,apoptosis,neg,direct,34448508,"Moreover, ARP treatment markedly inhibited UVA-induced apoptosis, cell cycle arrest and DNA fragmentation, while also significantly reversing UVA effects  by reducing Bax levels and increasing Bcl-2 expression.",Unknown - The effect of ARP treatment on apoptosis is not well established.,Statement: True - The context indicates ARP treatment reduces apoptosis.
hydrogel,apoptosis,neg,inferred,31355388,"More importantly, this hydrogel loaded with BMSC could significantly accelerate the healing process of a damaged region, facilitate the survival and proliferation of endogenous nerve cells probably by nutrition supply and apoptosis suppression, and consequently promote the neurological function recovery of the TBI rat model.",True - Hydrogel can reduce apoptosis.,Statement: hydrogel reduces apoptosis. (True - The context indicates that the hydrogel facilitates the survival and proliferation of endogenous nerve cells by suppressing apoptosis.)
TSG-6,cell apoptosis,pos,direct,27262799,We found that TSG-6 significantly promoted cell apoptosis of pathological scar fibroblasts.,Unknown - The role of TSG-6 in cell apoptosis is not well established.,Statement: True - The context suggests TSG-6 promotes cell apoptosis.
standardized extract,apoptosis,pos,direct,24002667,"A standardized extract from Paeonia lactiflora and Astragalus membranaceus induces apoptosis and inhibits the proliferation, migration and invasion of human hepatoma cell lines.","False - The term ""standardized extract"" is too vague to determine its effects on apoptosis.",Statement: True - The context indicates a standardized extract induces apoptosis.
Basic fibroblast growth factor,apoptosis,pos,direct,9367874,Basic fibroblast growth factor induces apoptosis in myofibroblastic cells isolated from rat palatal mucosa.,False - Basic fibroblast growth factor generally inhibits apoptosis.,Statement: True - The context implies basic fibroblast growth factor induces apoptosis.
5-HT2A receptor antagonists,apoptosis,pos,direct,23362947,5-HT2A receptor antagonists  inhibited viability and wound healing in LX-2 cells and induced apoptosis.,Unknown - The effect of 5-HT2A receptor antagonists on apoptosis is not well established.,Statement: False - The context suggests 5-HT2A receptor antagonists induce apoptosis.
CGRP,lipopolysaccharide-induced apoptosis,neg,direct,23501044,CGRP inhibited the lipopolysaccharide-induced apoptosis in HBECs.,Unknown - The effect of CGRP on lipopolysaccharide-induced apoptosis is not well established.,Statement: True - The context suggests CGRP inhibits lipopolysaccharide-induced apoptosis.
CGRP,apoptosis,neg,direct,23501044,"We found out that PKC pathway inhibitor  and MAPK pathway inhibitor  could partially attenuate the effect of CGRP, which indicated that CGRP might promote the wound healing of HBECs via PKC and/or MAPK dependent pathway by accelerating migration and proliferation, and inhibiting apoptosis.",Unknown - The effect of CGRP on apoptosis is not well established.,Statement: False - The context suggests CGRP inhibits apoptosis.
dalteparin,cellular apoptosis,neg,direct,17468823,"CONCLUSION: Our results showed that dalteparin may adversely affect the incisional wound healing by suppressing the early inflammatory process and increasing cellular apoptosis; however, further studies are warranted to confirm the results.",Unknown - The effect of dalteparin on cellular apoptosis is not well established.,Statement: True - The context suggests dalteparin increases apoptosis.
Hydroxycamptothecin,apoptosis of fibroblasts,pos,direct,27068147,Hydroxycamptothecin induces apoptosis of fibroblasts and prevents intraarticular scar adhesion in rabbits by activating the IRE-1 signal pathway.,Unknown - The effect of Hydroxycamptothecin on fibroblasts apoptosis is not well established.,Statement: True - The context indicates Hydroxycamptothecin induces apoptosis of fibroblasts.
HCPT,apoptosis of fibroblasts,pos,direct,27068147,"HCPT induced apoptosis of fibroblasts, according to CCK-8 assays, Hoechst staining and Western blot analysis.",Unknown - The effect of HCPT on fibroblasts apoptosis is not well established.,Statement: True - The context suggests HCPT induces apoptosis of fibroblasts.
Myd88,epithelial cell apoptosis,neg,direct,16244651,Myd88 and Tlr4Tlr2 mice showed impaired transepithelial migration of inflammatory cells but decreased survival and enhanced epithelial cell apoptosis after lung injury.,True - Myd88 can reduce epithelial cell apoptosis.,Statement: Myd88 reduces epithelial cell apoptosis. (False - The context suggests the opposite: Myd88 mice showed enhanced epithelial cell apoptosis.)
